"Area" "Mean" "StdDev" "Mode" "Min" "Max" "X" "Y" "XM" "YM" "Perim" "BX" "BY" "Width" "Height" "Major" "Minor" "Angle" "Circ" "Feret" "IntDen" "Median" "RawIntDen" "FeretX" "FeretY" "FeretAngle" "MinFeret" "AR" "Round" "Solidity" "Type"
"313" 92 28926.609 19279.419 65504 11728 65504 2092.533 1381.359 2093.008 1381.671 41.456 2086 1376 12 11 11.502 10.184 29.767 0.673 14.213 2661248 18848 2661248 2086 1385 39.289 11 1.129 0.885 0.825 "Positif"
"314" 13 17411.692 4571.864 12864 12864 24016 2603.885 1378.115 2603.873 1378.095 11.899 2602 1376 4 4 4.38 3.779 45 1 5 226352 15280 226352 2602 1380 36.87 4 1.159 0.863 0.897 "Positif"
"315" 51 27504.314 19091.236 65504 11648 65504 2595.461 1383.5 2595.813 1383.851 32.87 2592 1378 7 11 9.781 6.639 89.357 0.593 11.402 1402720 19856 1402720 2594 1389 74.745 7 1.473 0.679 0.81 "Positif"
"316" 64 28458.5 19866.981 65504 11632 65504 2155.156 1393.312 2155.872 1393.491 41.113 2150 1388 10 10 9.288 8.773 114.648 0.476 11.18 1821344 21280 1821344 2152 1398 63.435 9.839 1.059 0.945 0.776 "Positif"
"317" 78 26840.205 18900.044 65504 11568 65504 2139.59 1394.808 2140.046 1395.234 36.284 2134 1389 11 11 10.481 9.475 79.148 0.745 12.728 2093536 17392 2093536 2134 1398 45 10.539 1.106 0.904 0.812 "Positif"
"318" 88 28776.182 19316.332 65504 11616 65504 1923.239 1397.023 1923.886 1397.311 43.113 1917 1391 12 11 10.688 10.484 116.628 0.595 13.454 2532304 19024 2532304 1917 1400 41.987 11 1.019 0.981 0.807 "Positif"
"319" 71 28993.127 19590.124 65504 11568 65504 2027.908 1397.401 2028.554 1397.642 37.456 2023 1392 10 11 9.983 9.055 97.154 0.636 12.53 2058512 20480 2058512 2025 1403 61.39 10 1.103 0.907 0.789 "Positif"
"320" 68 29549.412 18865.47 65504 11648 65504 1948.956 1399.691 1949.517 1399.958 37.456 1944 1394 10 11 9.451 9.161 112.9 0.609 11.402 2009360 22608 2009360 1945 1403 52.125 10 1.032 0.969 0.791 "Positif"
"321" 148 26991.027 18505.533 65504 11664 65504 2101.851 1402.338 2102.356 1402.577 68.326 2092 1395 20 14 19.473 9.677 156.184 0.398 21.471 3994672 17904 3994672 2092 1397 152.241 11.704 2.012 0.497 0.725 "Positif"
"322" 27 22576.593 14961.664 12256 11664 65504 2467.352 1401.093 2467.737 1401.268 22.385 2464 1398 7 6 6.487 5.299 163.609 0.677 7.81 609568 14496 609568 2465 1398 129.806 6 1.224 0.817 0.771 "Positif"
"323" 41 26866.341 19288.638 65504 11696 65504 2505.695 1402.28 2506.169 1402.352 27.456 2501 1398 9 8 7.588 6.879 156.033 0.683 9.487 1101520 17552 1101520 2501 1400 161.565 7.766 1.103 0.907 0.766 "Positif"
"324" 5 12323.2 426.843 11888 11888 12864 2334.7 1401.5 2334.697 1401.503 11.657 2334 1399 2 5 4.839 1.316 78.251 0.462 5.385 61616 12128 61616 2334 1404 68.199 1.94 3.678 0.272 0.667 "Positif"
"325" 42 29056.762 19785.441 65504 11600 65504 2339.429 1402.619 2339.77 1402.749 23.314 2336 1399 7 7 7.555 7.079 100.43 0.971 8.602 1220384 18976 1220384 2337 1399 125.538 7 1.067 0.937 0.923 "Positif"
"326" 111 25598.559 18260.362 65504 11568 65504 2253.095 1410.095 2253.347 1410.178 55.841 2245 1404 18 11 17.364 8.139 169.286 0.447 18.974 2841440 15872 2841440 2245 1407 161.565 11 2.133 0.469 0.705 "Positif"
"327" 37 27099.243 19397.807 65504 11600 65504 2271.284 1410.446 2271.654 1410.467 22.142 2268 1407 7 7 7.079 6.655 153.479 0.948 8.062 1002672 16688 1002672 2268 1408 150.255 7 1.064 0.94 0.881 "Positif"
"328" 15 22944 10081.526 12400 12400 43952 2110.9 1414.033 2110.874 1414.182 15.314 2109 1411 4 5 4.854 3.935 120.73 0.804 6.403 344160 18944 344160 2109 1411 128.66 4 1.233 0.811 0.857 "Positif"
"329" 91 27634.813 18825.062 65504 11568 65504 2204.577 1420.698 2205.265 1420.891 42.284 2199 1414 11 12 11.484 10.089 64.544 0.64 14.422 2514768 17584 2514768 2199 1426 56.31 11 1.138 0.879 0.809 "Positif"
"330" 73 28741.26 19682.444 65504 11584 65504 2156.185 1420.39 2156.848 1420.814 34.87 2151 1415 11 10 9.768 9.515 103.575 0.754 11.662 2098112 19488 2098112 2153 1425 59.036 10 1.027 0.974 0.834 "Positif"
"331" 96 29235.833 19573.279 65504 11632 65504 2265.469 1422.865 2266.196 1423.11 49.113 2259 1416 12 14 11.315 10.802 121.635 0.5 14.142 2806640 18864 2806640 2264 1430 81.87 12 1.047 0.955 0.777 "Positif"
"332" 76 28237.895 19274.036 65504 11648 65504 2549.671 1422.868 2550.213 1423.204 42.527 2544 1417 10 11 10.869 8.903 72.809 0.528 12.806 2146080 19056 2146080 2544 1426 38.66 10 1.221 0.819 0.813 "Positif"
"333" 43 29766.326 19693.254 65504 11664 65504 2013.314 1426.058 2013.645 1425.982 23.556 2010 1422 7 8 7.805 7.015 65.694 0.974 8.944 1279952 19904 1279952 2011 1430 63.435 7 1.113 0.899 0.878 "Positif"
"334" 74 28288 19225.788 65504 11648 65504 2096.892 1428.27 2097.38 1428.484 34.042 2092 1423 10 11 10.229 9.211 87.457 0.802 12.083 2093312 19184 2093312 2095 1434 65.556 10 1.11 0.901 0.827 "Positif"
"335" 146 29192.767 19730.546 65504 11568 65504 2507.144 1433.932 2507.922 1434.227 62.426 2499 1426 15 15 15.908 11.685 131.531 0.471 17.804 4262144 18160 4262144 2502 1427 128.157 14.181 1.361 0.735 0.775 "Positif"
"336" 59 28226.441 19714.987 65504 11568 65504 1966.297 1435.924 1966.959 1436.273 41.113 1960 1430 11 10 8.876 8.464 178.008 0.439 11.18 1665360 20032 1665360 1960 1436 169.695 9.899 1.049 0.954 0.724 "Positif"
"337" 222 26827.387 19031.118 65504 11584 65504 2199.374 1438.378 2199.584 1438.825 97.196 2186 1430 28 18 28.147 10.042 16.482 0.295 29.411 5955680 17152 5955680 2186 1442 17.819 14.158 2.803 0.357 0.64 "Positif"
"338" 69 24761.971 16800.657 65504 11664 65504 2077.326 1436.384 2078.105 1436.634 48.527 2070 1432 13 9 12.484 7.037 161.186 0.368 14.422 1708576 17440 1708576 2070 1433 146.31 8.558 1.774 0.564 0.734 "Positif"
"339" 26 24997.538 16654.741 11776 11776 65504 2153.692 1439 2154.007 1439.105 20.971 2150 1436 7 6 6.465 5.121 175.196 0.743 7.616 649936 17952 649936 2150 1441 23.199 6 1.262 0.792 0.765 "Positif"
"340" 88 29441.091 19471.854 65504 11664 65504 2554.75 1443.909 2555.365 1444.184 42.527 2548 1438 12 12 10.786 10.388 57.152 0.611 13.038 2590816 19728 2590816 2548 1446 32.471 11.314 1.038 0.963 0.804 "Positif"
"341" 59 27715.254 18814.584 65504 11616 65504 2457.924 1444.381 2458.522 1444.708 38.87 2453 1439 9 10 8.81 8.527 161.845 0.491 11.402 1635200 19456 1635200 2453 1448 37.875 9 1.033 0.968 0.776 "Positif"
"342" 78 27779.487 19000.486 65504 11616 65504 2391.077 1448.5 2391.772 1448.73 43.113 2385 1443 11 11 10.241 9.697 125.326 0.527 12.207 2166800 19392 2166800 2385 1446 145.008 10.914 1.056 0.947 0.788 "Positif"
"343" 72 26486.222 18968.627 65504 11568 65504 2597.25 1450.375 2597.996 1450.575 44.284 2591 1445 11 13 10.292 8.907 91.529 0.461 14.318 1907008 16848 1907008 2594 1458 65.225 9.961 1.156 0.865 0.699 "Positif"
"344" 59 26433.898 18709.209 65504 11584 65504 2209.856 1452.059 2210.489 1452.332 32.284 2205 1447 10 10 9.436 7.961 133.599 0.711 10.817 1559600 19328 1559600 2205 1449 146.31 8.875 1.185 0.844 0.781 "Positif"
"345" 6 14474.667 1822.418 12288 12288 17696 2202.667 1450.333 2202.689 1450.371 8.485 2201 1449 3 3 3.14 2.433 45 1 3.606 86848 14448 86848 2201 1451 33.69 2.828 1.291 0.775 0.8 "Positif"
"346" 39 24452.103 17924.516 65504 11616 65504 2518.397 1456.833 2518.815 1456.954 26.385 2515 1453 7 8 7.127 6.968 59.991 0.704 8.602 953632 14912 953632 2515 1460 54.462 7 1.023 0.978 0.821 "Positif"
"347" 74 27296.865 18061.199 65504 11568 65504 2299.73 1459.932 2300.355 1460.072 37.113 2294 1454 11 11 10.076 9.351 47.854 0.675 12.53 2019968 18768 2019968 2296 1465 61.39 10.4 1.078 0.928 0.783 "Positif"
"348" 38 26453.474 17984.199 65504 11616 65504 2440.053 1457.632 2440.419 1457.756 27.799 2436 1454 8 8 7.097 6.818 74.149 0.618 8.602 1005232 16672 1005232 2436 1460 35.538 8 1.041 0.961 0.752 "Positif"
"349" 146 27168.548 18810.664 65504 11616 65504 2147.733 1465.288 2148.423 1465.593 59.255 2139 1456 17 18 19.533 9.517 133.543 0.523 20 3966608 17936 3966608 2142 1457 126.87 12.862 2.052 0.487 0.707 "Positif"
"350" 75 29744 19958.751 65504 11712 65504 2019.767 1463.407 2020.347 1463.595 36.87 2015 1457 10 12 10.416 9.168 55.135 0.693 13.038 2230800 19552 2230800 2016 1468 57.529 9.899 1.136 0.88 0.798 "Positif"
"351" 42 31044.952 20200.198 65504 11872 65504 1946.429 1464.667 1946.703 1464.823 24.142 1943 1461 7 7 7.427 7.2 138.02 0.906 8.602 1303888 20480 1303888 1943 1462 144.462 7 1.032 0.969 0.913 "Positif"
"352" 54 28935.704 19331.86 65504 11776 65504 2332.259 1464.981 2332.798 1464.918 33.213 2327 1461 10 8 8.731 7.875 160.581 0.615 10.198 1562528 21472 1562528 2327 1467 11.31 8 1.109 0.902 0.818 "Positif"
"353" 65 27577.846 19218.485 65504 11568 65504 2074.269 1467.854 2074.795 1467.933 39.355 2069 1462 10 11 9.169 9.026 53.136 0.527 11.18 1792560 19808 1792560 2074 1462 100.305 9.899 1.016 0.984 0.765 "Positif"
"354" 89 27805.483 18872.721 65504 11600 65504 2625.938 1470.669 2626.488 1471.043 37.456 2621 1463 10 14 12.383 9.151 84.635 0.797 14.142 2474688 17344 2474688 2625 1477 81.87 10 1.353 0.739 0.868 "Positif"
"355" 65 27088.738 19519.806 65504 11584 65504 2243.546 1473.392 2244.157 1473.686 44.527 2238 1467 10 11 9.344 8.857 68.457 0.412 12.207 1760768 20496 1760768 2239 1477 55.008 10 1.055 0.948 0.739 "Positif"
"356" 65 28198.4 19404.568 65504 11744 65504 2582.546 1473.331 2583.076 1473.692 31.213 2578 1468 9 10 9.611 8.611 99.993 0.838 10.77 1832896 19824 1832896 2581 1478 68.199 9 1.116 0.896 0.861 "Positif"
"357" 73 28637.808 19082.248 65504 11712 65504 2360.226 1477.87 2360.722 1478.139 36.284 2355 1472 10 11 10.042 9.256 69.472 0.697 12.083 2090560 19088 2090560 2357 1483 65.556 9.985 1.085 0.922 0.811 "Positif"
"358" 72 28157.111 19317.374 65504 11584 65504 2213.708 1480.25 2214.217 1480.574 39.113 2208 1475 12 11 10.003 9.164 60.279 0.591 12.53 2027312 18576 2027312 2211 1486 61.39 9.899 1.092 0.916 0.746 "Positif"
"359" 63 27822.73 18267.534 65504 11728 65504 1914.087 1487.96 1914.512 1488.164 32.87 1909 1482 10 11 9.395 8.538 139.997 0.733 11.045 1752832 22096 1752832 1913 1482 95.194 9.192 1.1 0.909 0.803 "Positif"
"360" 87 30027.77 19827.489 65504 11568 65504 2022.282 1495.397 2022.939 1495.711 39.698 2016 1489 12 12 10.973 10.095 43.708 0.694 12.369 2612416 19328 2612416 2016 1498 14.036 11.513 1.087 0.92 0.806 "Positif"
"361" 65 27724.554 19442.397 65504 11696 65504 2570.823 1494.669 2571.344 1494.847 43.698 2566 1489 9 11 10.011 8.267 81.758 0.428 12.083 1802096 20512 1802096 2568 1500 65.556 9 1.211 0.826 0.778 "Positif"
"362" 72 27988.889 19173.058 65504 11600 65504 2136.167 1495.25 2136.779 1495.516 35.456 2131 1490 10 10 9.77 9.383 57.922 0.72 11.402 2015200 19920 2015200 2132 1499 52.125 10 1.041 0.96 0.852 "Positif"
"363" 83 26995.855 18924.746 65504 11568 65504 1935.837 1496.729 1936.525 1497.071 36.284 1930 1491 11 11 10.724 9.855 63.197 0.792 12.53 2240656 17024 2240656 1933 1502 61.39 10.607 1.088 0.919 0.856 "Positif"
"364" 74 28217.297 19346.679 65504 11568 65504 2067.581 1497.162 2068.1 1497.427 35.456 2062 1491 10 11 10.259 9.184 79.518 0.74 12.042 2088080 17824 2088080 2063 1501 48.366 10 1.117 0.895 0.818 "Positif"
"365" 66 25383.03 18422.59 65504 11568 65504 2338.364 1507.924 2338.968 1508.08 38.87 2333 1502 10 11 9.449 8.893 69.262 0.549 11.402 1675280 16352 1675280 2336 1513 74.745 9.944 1.063 0.941 0.786 "Positif"
"366" 83 26947.47 18631.91 65504 11648 65504 2472.861 1507.681 2473.404 1508.003 39.698 2468 1502 10 11 10.752 9.829 85.362 0.662 12.806 2236640 16288 2236640 2469 1502 128.66 10 1.094 0.914 0.838 "Positif"
"367" 81 30213.728 19785.178 65504 11632 65504 2098.994 1508.377 2099.507 1508.676 36.627 2094 1503 11 10 10.275 10.037 26.214 0.759 12.042 2447312 20448 2447312 2094 1512 48.366 10 1.024 0.977 0.885 "Positif"
"368" 72 27105.111 18898.89 65504 11616 65504 1895.875 1512.792 1896.548 1512.918 45.941 1891 1507 10 12 9.754 9.398 60.588 0.429 12.369 1951568 17520 1951568 1895 1519 75.964 10 1.038 0.964 0.774 "Positif"
"369" 95 29880.084 19611.674 65504 11648 65504 1972.353 1514.279 1972.985 1514.544 37.456 1966 1508 12 12 11.767 10.279 36.472 0.851 12.806 2838608 18080 2838608 1967 1518 51.34 11.011 1.145 0.874 0.868 "Positif"
"370" 17 21695.059 11002.997 11568 11568 45936 2240.206 1511.029 2240.434 1510.957 18.971 2236 1509 7 4 5.885 3.678 2.831 0.594 7.28 368816 16800 368816 2236 1512 15.945 4 1.6 0.625 0.739 "Positif"
"371" 114 29215.018 19942.147 65504 11584 65504 2305.807 1517.596 2306.569 1517.891 52.426 2298 1510 14 15 13.828 10.497 121.196 0.521 15.297 3330512 20880 3330512 2304 1525 78.69 12.6 1.317 0.759 0.776 "Positif"
"372" 74 27340.973 18711.335 65504 11616 65504 2508.514 1516.5 2509.113 1516.892 35.456 2504 1511 9 11 10.401 9.058 98.717 0.74 12.083 2023232 19184 2023232 2506 1511 114.444 9 1.148 0.871 0.851 "Positif"
"373" 91 28637.363 19192.371 65504 11712 65504 1939.896 1518.5 1940.511 1518.775 38.284 1934 1513 12 11 11.138 10.402 22.553 0.78 12.369 2606000 18528 2606000 1934 1517 165.964 11 1.071 0.934 0.854 "Positif"
"374" 62 27587.871 18999.358 65504 11696 65504 2406.016 1518.403 2406.631 1518.555 36.87 2401 1513 10 10 8.95 8.821 5.088 0.573 10.817 1710448 19232 1710448 2401 1516 146.31 10 1.015 0.986 0.756 "Positif"
"375" 124 30949.29 20872.763 65504 11600 65504 2370.492 1521.556 2371.094 1521.976 60.669 2363 1514 15 14 13.061 12.088 93.13 0.423 15.033 3837712 19040 3837712 2363 1521 176.186 14 1.081 0.925 0.773 "Positif"
"376" 84 27354.286 19038.838 65504 11632 65504 2118.214 1528.262 2118.951 1528.538 43.941 2112 1521 12 13 10.893 9.818 80.912 0.547 13.153 2297760 17120 2297760 2117 1521 98.746 10.695 1.11 0.901 0.774 "Positif"
"377" 67 27886.567 19074.17 65504 11568 65504 2293.291 1526.276 2293.946 1526.589 31.799 2288 1521 10 10 9.365 9.11 175.062 0.833 10.817 1868400 19872 1868400 2290 1522 123.69 9.839 1.028 0.973 0.832 "Positif"
"378" 78 28314.872 19002.549 65504 11568 65504 2482.949 1529.051 2483.495 1529.562 42.87 2478 1522 10 13 10.921 9.093 95.982 0.533 13.153 2208560 20640 2208560 2483 1522 98.746 10 1.201 0.833 0.796 "Positif"
"379" 77 27601.455 19156.846 65504 11760 65504 2464.149 1529.058 2464.708 1529.435 37.698 2459 1523 11 11 10.227 9.586 81.567 0.681 12.207 2125312 18464 2125312 2461 1534 55.008 11 1.067 0.937 0.786 "Positif"
"380" 64 27355.25 18996.445 65504 11616 65504 1969.109 1529.047 1969.78 1529.153 33.456 1964 1524 10 10 9.231 8.828 175.167 0.719 10.63 1750736 18864 1750736 1965 1533 48.814 9.899 1.046 0.956 0.805 "Positif"
"381" 86 29929.116 19216.271 65504 11568 65504 2198.93 1532.291 2199.481 1532.733 43.698 2194 1525 10 13 11.331 9.664 84.251 0.566 13.601 2573904 19200 2573904 2196 1538 72.897 10 1.173 0.853 0.796 "Positif"
"382" 250 28141.696 19728.29 65504 11568 65504 2534.884 1552.132 2535.275 1552.732 120.752 2524 1535 24 31 28.365 11.222 49.263 0.215 32.894 7035424 18544 7035424 2531 1566 70.463 17.678 2.528 0.396 0.565 "Positif"
"383" 72 28461.556 19216.913 65504 11600 65504 2437.208 1545.014 2437.969 1545.223 35.113 2431 1540 12 10 10.58 8.665 167.118 0.734 12.166 2049232 20160 2049232 2431 1544 170.538 9.656 1.221 0.819 0.796 "Positif"
"384" 78 29190.564 19394.43 65504 11760 65504 1988.205 1546.385 1988.711 1546.701 36.284 1983 1541 11 11 10.166 9.769 175.281 0.745 11.705 2276864 18320 2276864 1983 1543 160.017 10.607 1.041 0.961 0.825 "Positif"
"385" 68 26823.059 19115.847 65504 11568 65504 1976.647 1547.632 1977.246 1548.18 44.284 1971 1542 11 11 10.055 8.61 149.088 0.436 12.806 1823968 19344 1823968 1971 1543 141.34 10.607 1.168 0.856 0.716 "Positif"
"386" 117 31574.564 21063.735 65504 11568 65504 2318.038 1549.056 2318.968 1549.251 47.698 2312 1542 13 14 12.822 11.618 59.265 0.646 15 3694224 20784 3694224 2313 1542 126.87 13 1.104 0.906 0.815 "Positif"
"387" 12 20610.667 7126.862 12016 12016 36800 2479.417 1544.333 2479.493 1544.394 12.485 2478 1542 3 5 4.911 3.111 99.417 0.967 5.385 247328 20976 247328 2478 1542 111.801 3 1.579 0.633 0.889 "Positif"
"388" 52 27244.923 19352.293 65504 11584 65504 2503.385 1547.404 2503.846 1547.613 32.87 2498 1542 10 10 8.393 7.889 70.236 0.605 10.198 1416736 19072 1416736 2503 1542 101.31 9.058 1.064 0.94 0.738 "Positif"
"389" 73 27975.671 19143.329 65504 11648 65504 2447.445 1553.144 2448.122 1553.426 37.456 2442 1547 10 12 10.382 8.953 92.783 0.654 12.649 2042224 19024 2042224 2445 1559 71.565 9.61 1.16 0.862 0.811 "Positif"
"390" 61 25821.115 18284.829 65504 11632 65504 2475.91 1555.73 2476.512 1556.101 36.87 2471 1550 9 10 9.301 8.35 70.357 0.564 12.042 1575088 19472 1575088 2471 1559 41.634 9 1.114 0.898 0.782 "Positif"
"391" 64 27400.75 18378.854 65504 11680 65504 1953.688 1556.688 1954.264 1557.076 37.213 1949 1551 10 10 9.107 8.948 36.128 0.581 11.402 1753648 21296 1753648 1949 1560 52.125 10 1.018 0.982 0.79 "Positif"
"392" 74 25608 18626.321 65504 11632 65504 2423.446 1564.703 2423.969 1564.942 41.113 2418 1559 11 12 10.112 9.317 117.266 0.55 13 1894992 16752 1894992 2422 1559 112.62 10.733 1.085 0.921 0.744 "Positif"
"393" 50 27482.24 18987.928 65504 11616 65504 2440.26 1568.88 2440.764 1569.156 41.941 2435 1563 9 11 9.184 6.932 116.25 0.357 11.18 1374112 20176 1374112 2440 1563 100.305 8.05 1.325 0.755 0.699 "Positif"
"394" 58 28161.931 19700.238 65504 11728 65504 1987.534 1573.69 1988.096 1573.953 35.113 1983 1568 10 10 9.09 8.124 169.086 0.591 10.77 1633392 18880 1633392 1983 1571 158.199 9.899 1.119 0.894 0.773 "Positif"
"395" 37 26605.405 19720.166 65504 11616 65504 2004.473 1572.797 2004.817 1573.138 22.971 2001 1569 7 7 7.094 6.641 125.974 0.881 8.062 984400 17168 984400 2003 1569 119.745 7 1.068 0.936 0.871 "Positif"
"396" 97 27394.804 18634.655 65504 11568 65504 2588.768 1576.82 2589.492 1577.176 46.184 2582 1570 12 13 11.437 10.799 62.962 0.571 13.601 2657296 17216 2657296 2582 1580 36.027 12 1.059 0.944 0.789 "Positif"
"397" 79 27715.241 18982.018 65504 11632 65504 2311.842 1577.348 2312.464 1577.854 41.355 2306 1571 11 12 10.083 9.976 75.437 0.58 12.806 2189504 17936 2189504 2306 1573 141.34 10.786 1.011 0.989 0.742 "Positif"
"398" 54 30772.148 19509.46 65504 11888 65504 2253.222 1577.519 2253.564 1577.872 37.456 2249 1572 8 10 9.959 6.904 98.82 0.484 11.18 1661696 25536 1661696 2251 1572 116.565 7.562 1.442 0.693 0.794 "Positif"
"399" 206 26812.427 18987.904 65504 11568 65504 2498.092 1584.913 2498.929 1585.289 83.054 2489 1572 17 25 23.858 10.994 112.921 0.375 25.962 5523360 16480 5523360 2494 1572 105.642 14.19 2.17 0.461 0.74 "Positif"
"400" 5 13302.4 503.886 12704 12704 14032 2248.5 1578.5 2248.5 1578.495 10.828 2248 1576 1 5 5.642 1.128 90 0.536 5.099 66512 13312 66512 2248 1576 101.31 1 5 0.2 1 "Positif"
"401" 21 19970.286 10080.88 11792 11792 41520 2529.357 1579.024 2529.643 1579.034 24.385 2526 1576 6 6 5.875 4.552 25.442 0.444 7.81 419376 18064 419376 2526 1582 39.806 5.687 1.291 0.775 0.689 "Positif"
"402" 184 28028.783 19230.49 65504 11568 65504 2408.054 1587.875 2408.819 1588.272 77.397 2396 1580 23 14 21.609 10.841 3.475 0.386 23.195 5157296 18128 5157296 2396 1591 7.431 14 1.993 0.502 0.735 "Positif"
"403" 102 29099.294 19666.97 65504 11632 65504 2198.029 1593.353 2198.864 1593.617 49.598 2190 1586 14 13 12.274 10.581 24.751 0.521 15.264 2968128 18096 2968128 2190 1596 31.608 12.021 1.16 0.862 0.773 "Positif"
"404" 106 26848.906 19153.512 65504 11600 65504 2527.226 1594.83 2527.943 1595.123 56.083 2520 1587 13 15 12.105 11.15 100.736 0.423 15.133 2845984 16640 2845984 2526 1587 97.595 12.965 1.086 0.921 0.749 "Positif"
"405" 36 27366.667 18480.744 65504 11824 65504 2105.306 1597.472 2105.755 1597.699 23.799 2102 1594 7 7 7.028 6.522 40.379 0.799 8.602 985200 18736 985200 2103 1601 54.462 7 1.078 0.928 0.837 "Positif"
"406" 98 29718.857 20031.412 65504 11568 65504 1997.071 1604.306 1997.718 1604.507 43.113 1990 1598 13 12 11.88 10.503 25.934 0.663 13.601 2912448 18080 2912448 1990 1607 17.103 11.314 1.131 0.884 0.838 "Positif"
"407" 122 27354.754 18424.034 65504 11568 65504 2367.926 1605.32 2368.913 1605.416 53.841 2359 1598 16 14 15.771 9.849 39.321 0.529 18.439 3337280 17648 3337280 2359 1610 40.601 12.256 1.601 0.624 0.753 "Positif"
"408" 64 27781.75 19573.335 65504 11616 65504 2169.172 1608.734 2169.869 1608.925 35.698 2164 1603 10 10 9.479 8.596 174.297 0.631 10.817 1778032 19040 1778032 2164 1611 33.69 9.899 1.103 0.907 0.8 "Positif"
"409" 48 27859 19257.909 65504 11712 65504 1973.896 1608.917 1974.359 1609.19 28.042 1969 1604 9 9 8.092 7.552 15.077 0.767 9.487 1337232 20080 1337232 1969 1608 161.565 8.485 1.072 0.933 0.78 "Positif"
"410" 81 27949.432 18893.959 65504 11760 65504 2615.006 1615.623 2615.609 1615.98 36.87 2610 1609 10 12 10.924 9.441 99.497 0.749 13 2263904 18064 2263904 2613 1609 112.62 10 1.157 0.864 0.844 "Positif"
"411" 20 22352.8 12986.571 13040 11840 57664 2393.7 1612.95 2394.057 1613.12 22.385 2390 1610 7 5 6.217 4.096 176.34 0.502 7.28 447056 14944 447056 2390 1614 15.945 5 1.518 0.659 0.714 "Positif"
"412" 49 28085.224 19610.877 65504 11568 65504 2307.847 1615.602 2308.411 1615.845 30.87 2303 1611 9 9 8.037 7.762 162.963 0.646 9.849 1376176 19552 1376176 2306 1611 113.962 8.854 1.035 0.966 0.754 "Positif"
"413" 77 25778.078 18648.826 65504 11616 65504 2527.136 1619.76 2527.744 1620.145 40.527 2522 1613 11 12 10.782 9.093 97.064 0.589 12.649 1984912 16320 1984912 2526 1613 108.435 10.213 1.186 0.843 0.786 "Positif"
"414" 78 24627.487 18349.923 65504 11568 65504 2474.192 1622.359 2474.788 1622.968 51.355 2469 1614 10 14 11.235 8.84 89.066 0.372 14.142 1920944 15968 1920944 2474 1614 98.13 10 1.271 0.787 0.746 "Positif"
"415" 92 26507.478 18532.556 65504 11568 65504 2511.098 1624.685 2511.74 1624.968 44.284 2505 1619 12 14 11.668 10.039 88.38 0.59 14.56 2438688 17552 2438688 2510 1633 74.055 11.6 1.162 0.86 0.776 "Positif"
"416" 28 24330.286 16611.044 14176 12112 65504 2460.107 1627.179 2460.421 1627.32 20.971 2457 1624 7 6 6.235 5.718 173.443 0.8 7.616 681248 16592 681248 2457 1630 23.199 6 1.09 0.917 0.812 "Positif"
"417" 101 28298.139 19422.134 65504 11648 65504 2063.53 1633.698 2064.292 1633.952 51.598 2057 1627 13 13 11.461 11.22 31.527 0.477 13.601 2858112 17648 2858112 2057 1637 36.027 12.728 1.021 0.979 0.777 "Positif"
"418" 73 26954.74 18598.761 65504 11632 65504 2382.993 1636.514 2383.651 1636.847 43.113 2377 1630 11 12 9.944 9.347 65.367 0.494 13.454 1967696 17984 1967696 2377 1640 48.013 10.539 1.064 0.94 0.749 "Positif"
"419" 97 28887.258 19536.176 65504 11664 65504 2412.582 1637.675 2413.151 1637.93 46.527 2407 1632 12 13 12.166 10.152 100.875 0.563 14.318 2802064 17584 2802064 2411 1645 65.225 11.287 1.198 0.834 0.792 "Positif"
"420" 90 28369.956 18945.907 65504 11648 65504 2542.344 1646.667 2542.959 1647.002 40.527 2537 1640 11 13 11.665 9.824 92.56 0.689 13.153 2553296 18704 2553296 2541 1653 81.254 11 1.187 0.842 0.826 "Positif"
"421" 171 31842.901 20250.585 65504 11568 65504 2430.494 1660.787 2431.183 1661.05 64.083 2424 1651 13 19 18.092 12.034 106.671 0.523 20.125 5445136 23440 5445136 2426 1652 116.565 12.612 1.503 0.665 0.853 "Positif"
"422" 76 27080 19105.494 65504 11568 65504 2291.447 1661.474 2291.965 1661.804 43.941 2286 1655 11 12 10.133 9.549 108.309 0.495 12.369 2058080 17616 2058080 2291 1655 104.036 10.733 1.061 0.942 0.764 "Positif"
"423" 67 27245.851 19134.228 65504 11776 65504 2490.41 1662.097 2491.004 1662.411 35.456 2485 1656 10 11 9.699 8.796 69.543 0.67 11.705 1825472 19360 1825472 2487 1667 70.017 9.839 1.103 0.907 0.788 "Positif"
"424" 85 30061.741 19869.21 65504 11568 65504 1923.782 1664.465 1924.35 1664.761 36.284 1918 1659 12 11 10.807 10.014 22.495 0.811 12.207 2555248 20080 2555248 1920 1669 55.008 10.607 1.079 0.927 0.859 "Positif"
"425" 66 27976.242 18675.296 65504 11584 65504 2349.955 1675.742 2350.348 1676.002 41.698 2345 1669 10 12 9.872 8.513 89.37 0.477 12.369 1846432 20464 1846432 2347 1681 75.964 9.985 1.16 0.862 0.754 "Positif"
"426" 51 27144.784 18841.488 65504 11584 65504 2441.441 1675.912 2441.87 1676.268 30.627 2437 1671 9 9 9.289 6.99 112.65 0.683 10.296 1384384 18736 1384384 2437 1673 150.945 7.603 1.329 0.753 0.829 "Positif"
"427" 80 28638.8 18812.459 65504 11584 65504 2232.312 1678.237 2232.908 1678.502 38.527 2226 1672 12 11 10.37 9.823 53.321 0.677 12.53 2291104 17952 2291104 2229 1683 61.39 11 1.056 0.947 0.788 "Positif"
